selection1/image,selection1/url,selection1/selection2,selection1/selection2_url,selection1/selection3,selection1/selection3_url
https://static.noimg.net/movie/cover/original/1f816a513eeb2ecd4bdc0760883f2d2f.jpg,https://pelisplus.me/pelicula/pequenos-guerreros/,Pequeños Guerreros,https://pelisplus.me/pelicula/pequenos-guerreros/,1998,https://pelisplus.me/pelicula/pequenos-guerreros/
https://static.noimg.net/movie/cover/original/4c97c64bd1ba6d3fb4be4a9452e3c441.jpg,https://pelisplus.me/pelicula/los-caballeros-del-zodiaco-la-leyenda-del/,Los Caballeros del Zodiaco: La Leyenda del Santuario,https://pelisplus.me/pelicula/los-caballeros-del-zodiaco-la-leyenda-del/,2014,https://pelisplus.me/pelicula/los-caballeros-del-zodiaco-la-leyenda-del/
https://static.noimg.net/movie/cover/original/56a311695f4da525bab6d2b9d0a3e686.jpg,https://pelisplus.me/pelicula/scooby-doo-frankencreepy/,Scooby-Doo! Frankencreepy,https://pelisplus.me/pelicula/scooby-doo-frankencreepy/,2014,https://pelisplus.me/pelicula/scooby-doo-frankencreepy/
https://static.noimg.net/movie/cover/original/84ba8cce3217c4c964e232786df50b9f.jpg,https://pelisplus.me/pelicula/superman-hijo-rojo/,Superman: Red Son,https://pelisplus.me/pelicula/superman-hijo-rojo/,2020,https://pelisplus.me/pelicula/superman-hijo-rojo/
https://static.noimg.net/movie/cover/original/32df95f46761a7d81823676a9b4b238a.jpg,https://pelisplus.me/pelicula/funan/,Funan,https://pelisplus.me/pelicula/funan/,2018,https://pelisplus.me/pelicula/funan/
https://static.noimg.net/movie/cover/original/336cbbd19bd03d92768b607e4376a6ff.jpg,https://pelisplus.me/pelicula/away/,Away,https://pelisplus.me/pelicula/away/,2019,https://pelisplus.me/pelicula/away/
https://static.noimg.net/movie/cover/original/9de70c3566f0ddaa277ac78ccbf39bfb.jpg,https://pelisplus.me/pelicula/las-golondrinas-de-kabul/,Las Golondrinas de Kabul,https://pelisplus.me/pelicula/las-golondrinas-de-kabul/,2019,https://pelisplus.me/pelicula/las-golondrinas-de-kabul/
https://static.noimg.net/movie/cover/original/ba3a2d095c6be4c5e873446d234e257d.jpg,https://pelisplus.me/pelicula/el-recuerdo-de-marnie/,El Recuerdo de Marnie,https://pelisplus.me/pelicula/el-recuerdo-de-marnie/,2014,https://pelisplus.me/pelicula/el-recuerdo-de-marnie/
https://static.noimg.net/movie/cover/original/51c7432442d684690d9f9d99aa9c68ca.jpg,https://pelisplus.me/pelicula/altered-carbon-resleeved/,Altered Carbon: Resleeved,https://pelisplus.me/pelicula/altered-carbon-resleeved/,2020,https://pelisplus.me/pelicula/altered-carbon-resleeved/
https://static.noimg.net/movie/cover/original/703b2ac12f00a0a7761b291648b02bb5.jpg,https://pelisplus.me/pelicula/pokemon-mewtwo-contraataca-evolucion/,Pokémon: Mewtwo Contraataca: Evolución,https://pelisplus.me/pelicula/pokemon-mewtwo-contraataca-evolucion/,2019,https://pelisplus.me/pelicula/pokemon-mewtwo-contraataca-evolucion/
